DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,AQICategoryNumber,AQICategory,cityRank,cityName,cityCSA,cityState,cityPopulation2018Estimate,cityPopulation2010Census,cityLat,cityLong,cityZip
8/2/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,105,3,Unhealthy for Sensitive Groups,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/2/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,50,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/3/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,133,3,Unhealthy for Sensitive Groups,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/3/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,69,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/4/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,71,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/4/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,59,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/5/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,80,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/5/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,56,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/6/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,50,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/6/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,47,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/7/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,51,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
8/7/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,55,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/1/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,43,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/1/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,55,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/2/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,44,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/2/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,63,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/3/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,31,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/3/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,49,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/4/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,25,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/4/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,34,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/5/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,41,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/5/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,38,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/6/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,28,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/6/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,33,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/7/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,40,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
9/7/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,34,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/1/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,44,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/1/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,51,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/2/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,24,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/2/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,35,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/3/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,19,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/3/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,28,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/4/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,33,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/4/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,27,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/5/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,31,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/5/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,36,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/6/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,37,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/6/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,27,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/7/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,31,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
10/7/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,39,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/1/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,26,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/1/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,45,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/2/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,26,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/2/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,53,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/3/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,29,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/3/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,25,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/4/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,29,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/4/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,37,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/5/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,30,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/5/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,39,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/6/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,29,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/6/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,54,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/7/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,28,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
11/7/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,30,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/1/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,31,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/1/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,29,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/2/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,29,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/2/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,24,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/3/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,19,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/3/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,37,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/4/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,28,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/4/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,34,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/5/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,23,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/5/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,54,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/6/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,31,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/6/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,56,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/7/19,0,CST,Chicago,IL,41.964,-87.659,OZONE,24,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
12/7/19,0,CST,Chicago,IL,41.964,-87.659,PM2.5,53,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
1/1/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,33,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/1/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,59,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/2/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,28,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/2/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,45,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/3/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,12,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/3/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,70,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/4/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,27,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/4/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,39,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/5/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,34,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/5/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,30,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/6/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,25,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/6/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,44,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/7/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,34,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
1/7/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,34,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/1/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,34,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/1/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,64,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/2/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,34,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/2/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,52,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/3/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,34,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/3/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,35,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/4/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,31,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/4/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,49,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/5/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,36,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/5/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,32,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/6/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,29,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/6/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,41,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/7/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,31,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2/7/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,59,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/1/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,32,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/1/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,64,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/2/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,44,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/2/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,70,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/3/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,37,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/3/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,66,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/4/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,22,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/4/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,67,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/5/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,42,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/5/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,53,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/6/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,41,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/6/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,53,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/7/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,47,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
3/7/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,62,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/1/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,47,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/1/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,44,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/2/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,74,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/2/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,48,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/3/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,43,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/3/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,61,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/4/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,43,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/4/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,31,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/5/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,49,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/5/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,29,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/6/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,58,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/6/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,42,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/7/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,42,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
4/7/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,61,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
5/1/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,40,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
5/1/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,53,2,Moderate,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
5/2/15,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,48,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
