DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,AQICategoryNumber,AQICategory,cityRank,cityName,cityCSA,cityState,cityPopulation2018Estimate,cityPopulation2010Census,cityLat,cityLong,cityZip
2020-01-02 ,0,CST,Chicago,IL,41.964,-87.659,OZONE,25,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
2020-01-02 ,0,CST,Chicago,IL,41.964,-87.659,PM2.5,39,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
2020-01-03 ,0,CST,Chicago,IL,41.964,-87.659,OZONE,23,1,Good,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
2020-01-03 ,0,CST,Chicago,IL,41.964,-87.659,PM2.5,55,2,Moderate,3,Chicago,"Chicago-Naperville, IL-IN-WI Combined Statistical Area",IL,9866910,9840929,41.8781,-87.6298,60601
2020-01-01 ,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,34,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2020-01-01 ,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,22,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2020-01-01 ,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM10,9,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2020-01-02 ,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,26,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2020-01-02 ,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,41,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2020-01-02 ,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM10,21,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2020-01-03 ,0,EST,Metropolitan Washington,DC,38.919,-77.013,OZONE,18,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2020-01-03 ,0,EST,Metropolitan Washington,DC,38.919,-77.013,PM2.5,39,1,Good,4,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area",DC,9778360,9032651,38.9072,-77.0369,20001
2020-01-01 ,0,PST,San Francisco,CA,37.75,-122.43,OZONE,27,1,Good,5,San Francisco,"San Jose-San Francisco-Oakland, CA Combined Statistical Area",CA,9666055,8923942,37.7749,-122.4194,94102
2020-01-01 ,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,37,1,Good,5,San Francisco,"San Jose-San Francisco-Oakland, CA Combined Statistical Area",CA,9666055,8923942,37.7749,-122.4194,94102
2020-01-02 ,0,PST,San Francisco,CA,37.75,-122.43,OZONE,14,1,Good,5,San Francisco,"San Jose-San Francisco-Oakland, CA Combined Statistical Area",CA,9666055,8923942,37.7749,-122.4194,94102
2020-01-02 ,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,38,1,Good,5,San Francisco,"San Jose-San Francisco-Oakland, CA Combined Statistical Area",CA,9666055,8923942,37.7749,-122.4194,94102
2020-01-03 ,0,PST,San Francisco,CA,37.75,-122.43,OZONE,21,1,Good,5,San Francisco,"San Jose-San Francisco-Oakland, CA Combined Statistical Area",CA,9666055,8923942,37.7749,-122.4194,94102
2020-01-03 ,0,PST,San Francisco,CA,37.75,-122.43,PM2.5,60,2,Moderate,5,San Francisco,"San Jose-San Francisco-Oakland, CA Combined Statistical Area",CA,9666055,8923942,37.7749,-122.4194,94102
2020-01-01 ,0,EST,Boston,MA,42.351,-71.051,OZONE,24,1,Good,6,Boston,"Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area",MA,8285407,7893376,42.3601,-71.0589,2108
2020-01-01 ,0,EST,Boston,MA,42.351,-71.051,PM2.5,7,1,Good,6,Boston,"Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area",MA,8285407,7893376,42.3601,-71.0589,2108
2020-01-02 ,0,EST,Boston,MA,42.351,-71.051,OZONE,24,1,Good,6,Boston,"Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area",MA,8285407,7893376,42.3601,-71.0589,2108
2020-01-02 ,0,EST,Boston,MA,42.351,-71.051,PM2.5,21,1,Good,6,Boston,"Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area",MA,8285407,7893376,42.3601,-71.0589,2108
2020-01-03 ,0,EST,Boston,MA,42.351,-71.051,OZONE,8,1,Good,6,Boston,"Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area",MA,8285407,7893376,42.3601,-71.0589,2108
2020-01-03 ,0,EST,Boston,MA,42.351,-71.051,PM2.5,38,1,Good,6,Boston,"Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area",MA,8285407,7893376,42.3601,-71.0589,2108
2020-01-01 ,0,CST,Dallas-Fort Worth,TX,32.767,-96.783,OZONE,35,1,Good,7,Dallas,"Dallas-Fort Worth, TX-OK Combined Statistical Area",TX,7957493,6816237,32.7767,-96.797,75201
2020-01-01 ,0,CST,Dallas-Fort Worth,TX,32.767,-96.783,PM2.5,58,2,Moderate,7,Dallas,"Dallas-Fort Worth, TX-OK Combined Statistical Area",TX,7957493,6816237,32.7767,-96.797,75201
2020-01-02 ,0,CST,Dallas-Fort Worth,TX,32.767,-96.783,OZONE,25,1,Good,7,Dallas,"Dallas-Fort Worth, TX-OK Combined Statistical Area",TX,7957493,6816237,32.7767,-96.797,75201
2020-01-02 ,0,CST,Dallas-Fort Worth,TX,32.767,-96.783,PM2.5,43,1,Good,7,Dallas,"Dallas-Fort Worth, TX-OK Combined Statistical Area",TX,7957493,6816237,32.7767,-96.797,75201
2020-01-03 ,0,CST,Dallas-Fort Worth,TX,32.767,-96.783,OZONE,31,1,Good,7,Dallas,"Dallas-Fort Worth, TX-OK Combined Statistical Area",TX,7957493,6816237,32.7767,-96.797,75201
2020-01-03 ,0,CST,Dallas-Fort Worth,TX,32.767,-96.783,PM2.5,30,1,Good,7,Dallas,"Dallas-Fort Worth, TX-OK Combined Statistical Area",TX,7957493,6816237,32.7767,-96.797,75201
2020-01-01 ,0,EST,Philadelphia,PA,39.95,-75.151,OZONE,30,1,Good,8,Philadelphia,"Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area",PA,7204035,7067807,39.9526,-75.1652,19019
2020-01-01 ,0,EST,Philadelphia,PA,39.95,-75.151,PM2.5,51,2,Moderate,8,Philadelphia,"Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area",PA,7204035,7067807,39.9526,-75.1652,19019
2020-01-01 ,0,EST,Philadelphia,PA,39.95,-75.151,PM10,10,1,Good,8,Philadelphia,"Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area",PA,7204035,7067807,39.9526,-75.1652,19019
2020-01-02 ,0,EST,Philadelphia,PA,39.95,-75.151,OZONE,23,1,Good,8,Philadelphia,"Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area",PA,7204035,7067807,39.9526,-75.1652,19019
2020-01-02 ,0,EST,Philadelphia,PA,39.95,-75.151,PM2.5,67,2,Moderate,8,Philadelphia,"Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area",PA,7204035,7067807,39.9526,-75.1652,19019
2020-01-02 ,0,EST,Philadelphia,PA,39.95,-75.151,PM10,23,1,Good,8,Philadelphia,"Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area",PA,7204035,7067807,39.9526,-75.1652,19019
2020-01-03 ,0,EST,Philadelphia,PA,39.95,-75.151,OZONE,18,1,Good,8,Philadelphia,"Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area",PA,7204035,7067807,39.9526,-75.1652,19019
2020-01-03 ,0,EST,Philadelphia,PA,39.95,-75.151,PM2.5,60,2,Moderate,8,Philadelphia,"Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area",PA,7204035,7067807,39.9526,-75.1652,19019
2020-01-03 ,0,EST,Philadelphia,PA,39.95,-75.151,PM10,23,1,Good,8,Philadelphia,"Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area",PA,7204035,7067807,39.9526,-75.1652,19019
2020-01-01 ,0,CST,Houston-Galveston-Brazoria,TX,29.751,-95.351,OZONE,37,1,Good,9,"Houston-The Woodlands, TX Combined Statistical Area",Houston,TX,7197883,6114562,29.7604,-95.3698,77001
2020-01-01 ,0,CST,Houston-Galveston-Brazoria,TX,29.751,-95.351,PM2.5,152,4,Unhealthy,9,"Houston-The Woodlands, TX Combined Statistical Area",Houston,TX,7197883,6114562,29.7604,-95.3698,77001
2020-01-02 ,0,CST,Houston-Galveston-Brazoria,TX,29.751,-95.351,OZONE,31,1,Good,9,"Houston-The Woodlands, TX Combined Statistical Area",Houston,TX,7197883,6114562,29.7604,-95.3698,77001
2020-01-02 ,0,CST,Houston-Galveston-Brazoria,TX,29.751,-95.351,PM2.5,40,1,Good,9,"Houston-The Woodlands, TX Combined Statistical Area",Houston,TX,7197883,6114562,29.7604,-95.3698,77001
2020-01-03 ,0,CST,Houston-Galveston-Brazoria,TX,29.751,-95.351,OZONE,31,1,Good,9,"Houston-The Woodlands, TX Combined Statistical Area",Houston,TX,7197883,6114562,29.7604,-95.3698,77001
2020-01-03 ,0,CST,Houston-Galveston-Brazoria,TX,29.751,-95.351,PM2.5,34,1,Good,9,"Houston-The Woodlands, TX Combined Statistical Area",Houston,TX,7197883,6114562,29.7604,-95.3698,77001
2020-01-01 ,0,EST,Miami,FL,25.776,-80.211,OZONE,49,1,Good,10,Miami,"Miami-Port St. Lucie-Fort Lauderdale, FL Combined Statistical Area",FL,6913262,6199860,25.7617,-80.1918,33101
2020-01-01 ,0,EST,Miami,FL,25.776,-80.211,PM2.5,73,2,Moderate,10,Miami,"Miami-Port St. Lucie-Fort Lauderdale, FL Combined Statistical Area",FL,6913262,6199860,25.7617,-80.1918,33101
2020-01-02 ,0,EST,Miami,FL,25.776,-80.211,OZONE,42,1,Good,10,Miami,"Miami-Port St. Lucie-Fort Lauderdale, FL Combined Statistical Area",FL,6913262,6199860,25.7617,-80.1918,33101
2020-01-02 ,0,EST,Miami,FL,25.776,-80.211,PM2.5,46,1,Good,10,Miami,"Miami-Port St. Lucie-Fort Lauderdale, FL Combined Statistical Area",FL,6913262,6199860,25.7617,-80.1918,33101
2020-01-03 ,0,EST,Miami,FL,25.776,-80.211,OZONE,25,1,Good,10,Miami,"Miami-Port St. Lucie-Fort Lauderdale, FL Combined Statistical Area",FL,6913262,6199860,25.7617,-80.1918,33101
2020-01-03 ,0,EST,Miami,FL,25.776,-80.211,PM2.5,29,1,Good,10,Miami,"Miami-Port St. Lucie-Fort Lauderdale, FL Combined Statistical Area",FL,6913262,6199860,25.7617,-80.1918,33101
